seed	n_targets	mutation_prob	n_samples	dropout_prob	division	deletion	param_id	dist_method	tree_method	rf
5	100	0.02	100	0	16	TRUE	235	weighted_hamming	fastme_tree_rearrangement	0.443298969072165
1	200	0.02	100	0	16	TRUE	236	weighted_hamming	nj	0.257731958762887
1	200	0.02	100	0	16	TRUE	236	weighted_hamming	upgma	0.268041237113402
1	200	0.02	100	0	16	TRUE	236	weighted_hamming	fastme	0.329896907216495
1	200	0.02	100	0	16	TRUE	236	weighted_hamming	fastme_tree_rearrangement	0.257731958762887
2	200	0.02	100	0	16	TRUE	237	weighted_hamming	nj	0.34020618556701
2	200	0.02	100	0	16	TRUE	237	weighted_hamming	upgma	0.350515463917526
2	200	0.02	100	0	16	TRUE	237	weighted_hamming	fastme	0.360824742268041
2	200	0.02	100	0	16	TRUE	237	weighted_hamming	fastme_tree_rearrangement	0.298969072164948
3	200	0.02	100	0	16	TRUE	238	weighted_hamming	nj	0.185567010309278
3	200	0.02	100	0	16	TRUE	238	weighted_hamming	upgma	0.195876288659794
3	200	0.02	100	0	16	TRUE	238	weighted_hamming	fastme	0.247422680412371
3	200	0.02	100	0	16	TRUE	238	weighted_hamming	fastme_tree_rearrangement	0.164948453608247
4	200	0.02	100	0	16	TRUE	239	weighted_hamming	nj	0.278350515463918
4	200	0.02	100	0	16	TRUE	239	weighted_hamming	upgma	0.381443298969072
4	200	0.02	100	0	16	TRUE	239	weighted_hamming	fastme	0.329896907216495
4	200	0.02	100	0	16	TRUE	239	weighted_hamming	fastme_tree_rearrangement	0.22680412371134
5	200	0.02	100	0	16	TRUE	240	weighted_hamming	nj	0.185567010309278
5	200	0.02	100	0	16	TRUE	240	weighted_hamming	upgma	0.247422680412371
5	200	0.02	100	0	16	TRUE	240	weighted_hamming	fastme	0.288659793814433
5	200	0.02	100	0	16	TRUE	240	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
1	50	0.04	100	0	16	TRUE	241	weighted_hamming	nj	0.742268041237113
1	50	0.04	100	0	16	TRUE	241	weighted_hamming	upgma	0.762886597938144
1	50	0.04	100	0	16	TRUE	241	weighted_hamming	fastme	0.731958762886598
1	50	0.04	100	0	16	TRUE	241	weighted_hamming	fastme_tree_rearrangement	0.762886597938144
2	50	0.04	100	0	16	TRUE	242	weighted_hamming	nj	0.731958762886598
2	50	0.04	100	0	16	TRUE	242	weighted_hamming	upgma	0.731958762886598
2	50	0.04	100	0	16	TRUE	242	weighted_hamming	fastme	0.742268041237113
2	50	0.04	100	0	16	TRUE	242	weighted_hamming	fastme_tree_rearrangement	0.711340206185567
3	50	0.04	100	0	16	TRUE	243	weighted_hamming	nj	0.525773195876289
3	50	0.04	100	0	16	TRUE	243	weighted_hamming	upgma	0.701030927835051
3	50	0.04	100	0	16	TRUE	243	weighted_hamming	fastme	0.639175257731959
3	50	0.04	100	0	16	TRUE	243	weighted_hamming	fastme_tree_rearrangement	0.577319587628866
4	50	0.04	100	0	16	TRUE	244	weighted_hamming	nj	0.649484536082474
4	50	0.04	100	0	16	TRUE	244	weighted_hamming	upgma	0.649484536082474
4	50	0.04	100	0	16	TRUE	244	weighted_hamming	fastme	0.680412371134021
4	50	0.04	100	0	16	TRUE	244	weighted_hamming	fastme_tree_rearrangement	0.628865979381443
5	50	0.04	100	0	16	TRUE	245	weighted_hamming	nj	0.556701030927835
5	50	0.04	100	0	16	TRUE	245	weighted_hamming	upgma	0.65979381443299
5	50	0.04	100	0	16	TRUE	245	weighted_hamming	fastme	0.639175257731959
5	50	0.04	100	0	16	TRUE	245	weighted_hamming	fastme_tree_rearrangement	0.587628865979381
1	100	0.04	100	0	16	TRUE	246	weighted_hamming	nj	0.56701030927835
1	100	0.04	100	0	16	TRUE	246	weighted_hamming	upgma	0.639175257731959
1	100	0.04	100	0	16	TRUE	246	weighted_hamming	fastme	0.670103092783505
1	100	0.04	100	0	16	TRUE	246	weighted_hamming	fastme_tree_rearrangement	0.56701030927835
2	100	0.04	100	0	16	TRUE	247	weighted_hamming	nj	0.536082474226804
2	100	0.04	100	0	16	TRUE	247	weighted_hamming	upgma	0.56701030927835
2	100	0.04	100	0	16	TRUE	247	weighted_hamming	fastme	0.525773195876289
2	100	0.04	100	0	16	TRUE	247	weighted_hamming	fastme_tree_rearrangement	0.463917525773196
3	100	0.04	100	0	16	TRUE	248	weighted_hamming	nj	0.350515463917526
3	100	0.04	100	0	16	TRUE	248	weighted_hamming	upgma	0.371134020618557
3	100	0.04	100	0	16	TRUE	248	weighted_hamming	fastme	0.484536082474227
3	100	0.04	100	0	16	TRUE	248	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
4	100	0.04	100	0	16	TRUE	249	weighted_hamming	nj	0.43298969072165
4	100	0.04	100	0	16	TRUE	249	weighted_hamming	upgma	0.412371134020619
4	100	0.04	100	0	16	TRUE	249	weighted_hamming	fastme	0.505154639175258
4	100	0.04	100	0	16	TRUE	249	weighted_hamming	fastme_tree_rearrangement	0.391752577319588
5	100	0.04	100	0	16	TRUE	250	weighted_hamming	nj	0.381443298969072
5	100	0.04	100	0	16	TRUE	250	weighted_hamming	upgma	0.443298969072165
5	100	0.04	100	0	16	TRUE	250	weighted_hamming	fastme	0.474226804123711
5	100	0.04	100	0	16	TRUE	250	weighted_hamming	fastme_tree_rearrangement	0.371134020618557
1	200	0.04	100	0	16	TRUE	251	weighted_hamming	nj	0.381443298969072
1	200	0.04	100	0	16	TRUE	251	weighted_hamming	upgma	0.278350515463918
1	200	0.04	100	0	16	TRUE	251	weighted_hamming	fastme	0.360824742268041
1	200	0.04	100	0	16	TRUE	251	weighted_hamming	fastme_tree_rearrangement	0.329896907216495
2	200	0.04	100	0	16	TRUE	252	weighted_hamming	nj	0.257731958762887
2	200	0.04	100	0	16	TRUE	252	weighted_hamming	upgma	0.360824742268041
2	200	0.04	100	0	16	TRUE	252	weighted_hamming	fastme	0.288659793814433
2	200	0.04	100	0	16	TRUE	252	weighted_hamming	fastme_tree_rearrangement	0.22680412371134
3	200	0.04	100	0	16	TRUE	253	weighted_hamming	nj	0.216494845360825
3	200	0.04	100	0	16	TRUE	253	weighted_hamming	upgma	0.247422680412371
3	200	0.04	100	0	16	TRUE	253	weighted_hamming	fastme	0.268041237113402
3	200	0.04	100	0	16	TRUE	253	weighted_hamming	fastme_tree_rearrangement	0.195876288659794
4	200	0.04	100	0	16	TRUE	254	weighted_hamming	nj	0.257731958762887
4	200	0.04	100	0	16	TRUE	254	weighted_hamming	upgma	0.278350515463918
4	200	0.04	100	0	16	TRUE	254	weighted_hamming	fastme	0.319587628865979
4	200	0.04	100	0	16	TRUE	254	weighted_hamming	fastme_tree_rearrangement	0.195876288659794
5	200	0.04	100	0	16	TRUE	255	weighted_hamming	nj	0.206185567010309
5	200	0.04	100	0	16	TRUE	255	weighted_hamming	upgma	0.247422680412371
5	200	0.04	100	0	16	TRUE	255	weighted_hamming	fastme	0.22680412371134
5	200	0.04	100	0	16	TRUE	255	weighted_hamming	fastme_tree_rearrangement	0.206185567010309
1	50	0.06	100	0	16	TRUE	256	weighted_hamming	nj	0.536082474226804
1	50	0.06	100	0	16	TRUE	256	weighted_hamming	upgma	0.587628865979381
1	50	0.06	100	0	16	TRUE	256	weighted_hamming	fastme	0.628865979381443
1	50	0.06	100	0	16	TRUE	256	weighted_hamming	fastme_tree_rearrangement	0.515463917525773
2	50	0.06	100	0	16	TRUE	257	weighted_hamming	nj	0.639175257731959
2	50	0.06	100	0	16	TRUE	257	weighted_hamming	upgma	0.742268041237113
2	50	0.06	100	0	16	TRUE	257	weighted_hamming	fastme	0.721649484536082
2	50	0.06	100	0	16	TRUE	257	weighted_hamming	fastme_tree_rearrangement	0.670103092783505
3	50	0.06	100	0	16	TRUE	258	weighted_hamming	nj	0.45360824742268
3	50	0.06	100	0	16	TRUE	258	weighted_hamming	upgma	0.577319587628866
3	50	0.06	100	0	16	TRUE	258	weighted_hamming	fastme	0.515463917525773
3	50	0.06	100	0	16	TRUE	258	weighted_hamming	fastme_tree_rearrangement	0.43298969072165
4	50	0.06	100	0	16	TRUE	259	weighted_hamming	nj	0.618556701030928
4	50	0.06	100	0	16	TRUE	259	weighted_hamming	upgma	0.649484536082474
4	50	0.06	100	0	16	TRUE	259	weighted_hamming	fastme	0.618556701030928
4	50	0.06	100	0	16	TRUE	259	weighted_hamming	fastme_tree_rearrangement	0.56701030927835
5	50	0.06	100	0	16	TRUE	260	weighted_hamming	nj	0.484536082474227
5	50	0.06	100	0	16	TRUE	260	weighted_hamming	upgma	0.556701030927835
5	50	0.06	100	0	16	TRUE	260	weighted_hamming	fastme	0.536082474226804
5	50	0.06	100	0	16	TRUE	260	weighted_hamming	fastme_tree_rearrangement	0.525773195876289
1	100	0.06	100	0	16	TRUE	261	weighted_hamming	nj	0.43298969072165
1	100	0.06	100	0	16	TRUE	261	weighted_hamming	upgma	0.43298969072165
1	100	0.06	100	0	16	TRUE	261	weighted_hamming	fastme	0.484536082474227
1	100	0.06	100	0	16	TRUE	261	weighted_hamming	fastme_tree_rearrangement	0.371134020618557
2	100	0.06	100	0	16	TRUE	262	weighted_hamming	nj	0.474226804123711
2	100	0.06	100	0	16	TRUE	262	weighted_hamming	upgma	0.56701030927835
2	100	0.06	100	0	16	TRUE	262	weighted_hamming	fastme	0.536082474226804
2	100	0.06	100	0	16	TRUE	262	weighted_hamming	fastme_tree_rearrangement	0.505154639175258
3	100	0.06	100	0	16	TRUE	263	weighted_hamming	nj	0.298969072164948
3	100	0.06	100	0	16	TRUE	263	weighted_hamming	upgma	0.319587628865979
3	100	0.06	100	0	16	TRUE	263	weighted_hamming	fastme	0.391752577319588
3	100	0.06	100	0	16	TRUE	263	weighted_hamming	fastme_tree_rearrangement	0.237113402061856
4	100	0.06	100	0	16	TRUE	264	weighted_hamming	nj	0.381443298969072
4	100	0.06	100	0	16	TRUE	264	weighted_hamming	upgma	0.329896907216495
4	100	0.06	100	0	16	TRUE	264	weighted_hamming	fastme	0.474226804123711
4	100	0.06	100	0	16	TRUE	264	weighted_hamming	fastme_tree_rearrangement	0.371134020618557
5	100	0.06	100	0	16	TRUE	265	weighted_hamming	nj	0.43298969072165
5	100	0.06	100	0	16	TRUE	265	weighted_hamming	upgma	0.505154639175258
5	100	0.06	100	0	16	TRUE	265	weighted_hamming	fastme	0.43298969072165
5	100	0.06	100	0	16	TRUE	265	weighted_hamming	fastme_tree_rearrangement	0.371134020618557
1	200	0.06	100	0	16	TRUE	266	weighted_hamming	nj	0.298969072164948
1	200	0.06	100	0	16	TRUE	266	weighted_hamming	upgma	0.319587628865979
1	200	0.06	100	0	16	TRUE	266	weighted_hamming	fastme	0.381443298969072
1	200	0.06	100	0	16	TRUE	266	weighted_hamming	fastme_tree_rearrangement	0.319587628865979
2	200	0.06	100	0	16	TRUE	267	weighted_hamming	nj	0.22680412371134
2	200	0.06	100	0	16	TRUE	267	weighted_hamming	upgma	0.371134020618557
2	200	0.06	100	0	16	TRUE	267	weighted_hamming	fastme	0.402061855670103
2	200	0.06	100	0	16	TRUE	267	weighted_hamming	fastme_tree_rearrangement	0.22680412371134
3	200	0.06	100	0	16	TRUE	268	weighted_hamming	nj	0.144329896907216
3	200	0.06	100	0	16	TRUE	268	weighted_hamming	upgma	0.154639175257732
3	200	0.06	100	0	16	TRUE	268	weighted_hamming	fastme	0.175257731958763
3	200	0.06	100	0	16	TRUE	268	weighted_hamming	fastme_tree_rearrangement	0.11340206185567
4	200	0.06	100	0	16	TRUE	269	weighted_hamming	nj	0.298969072164948
4	200	0.06	100	0	16	TRUE	269	weighted_hamming	upgma	0.216494845360825
4	200	0.06	100	0	16	TRUE	269	weighted_hamming	fastme	0.371134020618557
4	200	0.06	100	0	16	TRUE	269	weighted_hamming	fastme_tree_rearrangement	0.195876288659794
5	200	0.06	100	0	16	TRUE	270	weighted_hamming	nj	0.164948453608247
5	200	0.06	100	0	16	TRUE	270	weighted_hamming	upgma	0.247422680412371
5	200	0.06	100	0	16	TRUE	270	weighted_hamming	fastme	0.257731958762887
5	200	0.06	100	0	16	TRUE	270	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
1	50	0.08	100	0	16	TRUE	271	weighted_hamming	nj	0.649484536082474
1	50	0.08	100	0	16	TRUE	271	weighted_hamming	upgma	0.701030927835051
1	50	0.08	100	0	16	TRUE	271	weighted_hamming	fastme	0.65979381443299
1	50	0.08	100	0	16	TRUE	271	weighted_hamming	fastme_tree_rearrangement	0.628865979381443
2	50	0.08	100	0	16	TRUE	272	weighted_hamming	nj	0.711340206185567
2	50	0.08	100	0	16	TRUE	272	weighted_hamming	upgma	0.639175257731959
2	50	0.08	100	0	16	TRUE	272	weighted_hamming	fastme	0.649484536082474
2	50	0.08	100	0	16	TRUE	272	weighted_hamming	fastme_tree_rearrangement	0.597938144329897
3	50	0.08	100	0	16	TRUE	273	weighted_hamming	nj	0.494845360824742
3	50	0.08	100	0	16	TRUE	273	weighted_hamming	upgma	0.515463917525773
3	50	0.08	100	0	16	TRUE	273	weighted_hamming	fastme	0.56701030927835
3	50	0.08	100	0	16	TRUE	273	weighted_hamming	fastme_tree_rearrangement	0.515463917525773
4	50	0.08	100	0	16	TRUE	274	weighted_hamming	nj	0.525773195876289
4	50	0.08	100	0	16	TRUE	274	weighted_hamming	upgma	0.608247422680412
4	50	0.08	100	0	16	TRUE	274	weighted_hamming	fastme	0.56701030927835
4	50	0.08	100	0	16	TRUE	274	weighted_hamming	fastme_tree_rearrangement	0.556701030927835
5	50	0.08	100	0	16	TRUE	275	weighted_hamming	nj	0.587628865979381
5	50	0.08	100	0	16	TRUE	275	weighted_hamming	upgma	0.618556701030928
5	50	0.08	100	0	16	TRUE	275	weighted_hamming	fastme	0.628865979381443
5	50	0.08	100	0	16	TRUE	275	weighted_hamming	fastme_tree_rearrangement	0.587628865979381
1	100	0.08	100	0	16	TRUE	276	weighted_hamming	nj	0.391752577319588
1	100	0.08	100	0	16	TRUE	276	weighted_hamming	upgma	0.484536082474227
1	100	0.08	100	0	16	TRUE	276	weighted_hamming	fastme	0.56701030927835
1	100	0.08	100	0	16	TRUE	276	weighted_hamming	fastme_tree_rearrangement	0.391752577319588
2	100	0.08	100	0	16	TRUE	277	weighted_hamming	nj	0.45360824742268
2	100	0.08	100	0	16	TRUE	277	weighted_hamming	upgma	0.515463917525773
2	100	0.08	100	0	16	TRUE	277	weighted_hamming	fastme	0.422680412371134
2	100	0.08	100	0	16	TRUE	277	weighted_hamming	fastme_tree_rearrangement	0.371134020618557
3	100	0.08	100	0	16	TRUE	278	weighted_hamming	nj	0.278350515463918
3	100	0.08	100	0	16	TRUE	278	weighted_hamming	upgma	0.350515463917526
3	100	0.08	100	0	16	TRUE	278	weighted_hamming	fastme	0.371134020618557
3	100	0.08	100	0	16	TRUE	278	weighted_hamming	fastme_tree_rearrangement	0.298969072164948
4	100	0.08	100	0	16	TRUE	279	weighted_hamming	nj	0.350515463917526
4	100	0.08	100	0	16	TRUE	279	weighted_hamming	upgma	0.494845360824742
4	100	0.08	100	0	16	TRUE	279	weighted_hamming	fastme	0.443298969072165
4	100	0.08	100	0	16	TRUE	279	weighted_hamming	fastme_tree_rearrangement	0.288659793814433
5	100	0.08	100	0	16	TRUE	280	weighted_hamming	nj	0.350515463917526
5	100	0.08	100	0	16	TRUE	280	weighted_hamming	upgma	0.309278350515464
5	100	0.08	100	0	16	TRUE	280	weighted_hamming	fastme	0.350515463917526
5	100	0.08	100	0	16	TRUE	280	weighted_hamming	fastme_tree_rearrangement	0.288659793814433
1	200	0.08	100	0	16	TRUE	281	weighted_hamming	nj	0.298969072164948
1	200	0.08	100	0	16	TRUE	281	weighted_hamming	upgma	0.298969072164948
1	200	0.08	100	0	16	TRUE	281	weighted_hamming	fastme	0.298969072164948
1	200	0.08	100	0	16	TRUE	281	weighted_hamming	fastme_tree_rearrangement	0.247422680412371
2	200	0.08	100	0	16	TRUE	282	weighted_hamming	nj	0.206185567010309
2	200	0.08	100	0	16	TRUE	282	weighted_hamming	upgma	0.360824742268041
2	200	0.08	100	0	16	TRUE	282	weighted_hamming	fastme	0.319587628865979
2	200	0.08	100	0	16	TRUE	282	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
3	200	0.08	100	0	16	TRUE	283	weighted_hamming	nj	0.216494845360825
3	200	0.08	100	0	16	TRUE	283	weighted_hamming	upgma	0.22680412371134
3	200	0.08	100	0	16	TRUE	283	weighted_hamming	fastme	0.237113402061856
3	200	0.08	100	0	16	TRUE	283	weighted_hamming	fastme_tree_rearrangement	0.144329896907216
4	200	0.08	100	0	16	TRUE	284	weighted_hamming	nj	0.247422680412371
4	200	0.08	100	0	16	TRUE	284	weighted_hamming	upgma	0.206185567010309
4	200	0.08	100	0	16	TRUE	284	weighted_hamming	fastme	0.350515463917526
4	200	0.08	100	0	16	TRUE	284	weighted_hamming	fastme_tree_rearrangement	0.185567010309278
5	200	0.08	100	0	16	TRUE	285	weighted_hamming	nj	0.195876288659794
5	200	0.08	100	0	16	TRUE	285	weighted_hamming	upgma	0.185567010309278
5	200	0.08	100	0	16	TRUE	285	weighted_hamming	fastme	0.247422680412371
5	200	0.08	100	0	16	TRUE	285	weighted_hamming	fastme_tree_rearrangement	0.11340206185567
1	50	0.1	100	0	16	TRUE	286	weighted_hamming	nj	0.577319587628866
1	50	0.1	100	0	16	TRUE	286	weighted_hamming	upgma	0.536082474226804
1	50	0.1	100	0	16	TRUE	286	weighted_hamming	fastme	0.618556701030928
1	50	0.1	100	0	16	TRUE	286	weighted_hamming	fastme_tree_rearrangement	0.587628865979381
2	50	0.1	100	0	16	TRUE	287	weighted_hamming	nj	0.628865979381443
2	50	0.1	100	0	16	TRUE	287	weighted_hamming	upgma	0.649484536082474
2	50	0.1	100	0	16	TRUE	287	weighted_hamming	fastme	0.690721649484536
2	50	0.1	100	0	16	TRUE	287	weighted_hamming	fastme_tree_rearrangement	0.639175257731959
3	50	0.1	100	0	16	TRUE	288	weighted_hamming	nj	0.556701030927835
3	50	0.1	100	0	16	TRUE	288	weighted_hamming	upgma	0.56701030927835
3	50	0.1	100	0	16	TRUE	288	weighted_hamming	fastme	0.505154639175258
3	50	0.1	100	0	16	TRUE	288	weighted_hamming	fastme_tree_rearrangement	0.525773195876289
4	50	0.1	100	0	16	TRUE	289	weighted_hamming	nj	0.587628865979381
4	50	0.1	100	0	16	TRUE	289	weighted_hamming	upgma	0.618556701030928
4	50	0.1	100	0	16	TRUE	289	weighted_hamming	fastme	0.639175257731959
4	50	0.1	100	0	16	TRUE	289	weighted_hamming	fastme_tree_rearrangement	0.54639175257732
5	50	0.1	100	0	16	TRUE	290	weighted_hamming	nj	0.45360824742268
5	50	0.1	100	0	16	TRUE	290	weighted_hamming	upgma	0.556701030927835
5	50	0.1	100	0	16	TRUE	290	weighted_hamming	fastme	0.56701030927835
5	50	0.1	100	0	16	TRUE	290	weighted_hamming	fastme_tree_rearrangement	0.505154639175258
1	100	0.1	100	0	16	TRUE	291	weighted_hamming	nj	0.371134020618557
1	100	0.1	100	0	16	TRUE	291	weighted_hamming	upgma	0.505154639175258
1	100	0.1	100	0	16	TRUE	291	weighted_hamming	fastme	0.494845360824742
1	100	0.1	100	0	16	TRUE	291	weighted_hamming	fastme_tree_rearrangement	0.34020618556701
2	100	0.1	100	0	16	TRUE	292	weighted_hamming	nj	0.525773195876289
2	100	0.1	100	0	16	TRUE	292	weighted_hamming	upgma	0.505154639175258
2	100	0.1	100	0	16	TRUE	292	weighted_hamming	fastme	0.43298969072165
2	100	0.1	100	0	16	TRUE	292	weighted_hamming	fastme_tree_rearrangement	0.412371134020619
3	100	0.1	100	0	16	TRUE	293	weighted_hamming	nj	0.278350515463918
3	100	0.1	100	0	16	TRUE	293	weighted_hamming	upgma	0.391752577319588
3	100	0.1	100	0	16	TRUE	293	weighted_hamming	fastme	0.309278350515464
3	100	0.1	100	0	16	TRUE	293	weighted_hamming	fastme_tree_rearrangement	0.268041237113402
4	100	0.1	100	0	16	TRUE	294	weighted_hamming	nj	0.391752577319588
4	100	0.1	100	0	16	TRUE	294	weighted_hamming	upgma	0.34020618556701
4	100	0.1	100	0	16	TRUE	294	weighted_hamming	fastme	0.474226804123711
4	100	0.1	100	0	16	TRUE	294	weighted_hamming	fastme_tree_rearrangement	0.360824742268041
5	100	0.1	100	0	16	TRUE	295	weighted_hamming	nj	0.237113402061856
5	100	0.1	100	0	16	TRUE	295	weighted_hamming	upgma	0.381443298969072
5	100	0.1	100	0	16	TRUE	295	weighted_hamming	fastme	0.257731958762887
5	100	0.1	100	0	16	TRUE	295	weighted_hamming	fastme_tree_rearrangement	0.22680412371134
1	200	0.1	100	0	16	TRUE	296	weighted_hamming	nj	0.237113402061856
1	200	0.1	100	0	16	TRUE	296	weighted_hamming	upgma	0.288659793814433
1	200	0.1	100	0	16	TRUE	296	weighted_hamming	fastme	0.329896907216495
1	200	0.1	100	0	16	TRUE	296	weighted_hamming	fastme_tree_rearrangement	0.216494845360825
2	200	0.1	100	0	16	TRUE	297	weighted_hamming	nj	0.350515463917526
2	200	0.1	100	0	16	TRUE	297	weighted_hamming	upgma	0.381443298969072
2	200	0.1	100	0	16	TRUE	297	weighted_hamming	fastme	0.329896907216495
2	200	0.1	100	0	16	TRUE	297	weighted_hamming	fastme_tree_rearrangement	0.257731958762887
3	200	0.1	100	0	16	TRUE	298	weighted_hamming	nj	0.0515463917525773
3	200	0.1	100	0	16	TRUE	298	weighted_hamming	upgma	0.0927835051546392
3	200	0.1	100	0	16	TRUE	298	weighted_hamming	fastme	0.164948453608247
3	200	0.1	100	0	16	TRUE	298	weighted_hamming	fastme_tree_rearrangement	0.0824742268041237
4	200	0.1	100	0	16	TRUE	299	weighted_hamming	nj	0.278350515463918
4	200	0.1	100	0	16	TRUE	299	weighted_hamming	upgma	0.298969072164948
4	200	0.1	100	0	16	TRUE	299	weighted_hamming	fastme	0.268041237113402
4	200	0.1	100	0	16	TRUE	299	weighted_hamming	fastme_tree_rearrangement	0.257731958762887
5	200	0.1	100	0	16	TRUE	300	weighted_hamming	nj	0.164948453608247
5	200	0.1	100	0	16	TRUE	300	weighted_hamming	upgma	0.144329896907216
5	200	0.1	100	0	16	TRUE	300	weighted_hamming	fastme	0.195876288659794
5	200	0.1	100	0	16	TRUE	300	weighted_hamming	fastme_tree_rearrangement	0.103092783505155
1	50	0.02	100	0.05	16	TRUE	301	weighted_hamming	nj	0.742268041237113
1	50	0.02	100	0.05	16	TRUE	301	weighted_hamming	upgma	0.804123711340206
1	50	0.02	100	0.05	16	TRUE	301	weighted_hamming	fastme	0.804123711340206
1	50	0.02	100	0.05	16	TRUE	301	weighted_hamming	fastme_tree_rearrangement	0.721649484536082
2	50	0.02	100	0.05	16	TRUE	302	weighted_hamming	nj	0.804123711340206
2	50	0.02	100	0.05	16	TRUE	302	weighted_hamming	upgma	0.793814432989691
2	50	0.02	100	0.05	16	TRUE	302	weighted_hamming	fastme	0.793814432989691
2	50	0.02	100	0.05	16	TRUE	302	weighted_hamming	fastme_tree_rearrangement	0.752577319587629
3	50	0.02	100	0.05	16	TRUE	303	weighted_hamming	nj	0.731958762886598
3	50	0.02	100	0.05	16	TRUE	303	weighted_hamming	upgma	0.742268041237113
3	50	0.02	100	0.05	16	TRUE	303	weighted_hamming	fastme	0.690721649484536
3	50	0.02	100	0.05	16	TRUE	303	weighted_hamming	fastme_tree_rearrangement	0.701030927835051
4	50	0.02	100	0.05	16	TRUE	304	weighted_hamming	nj	0.54639175257732
4	50	0.02	100	0.05	16	TRUE	304	weighted_hamming	upgma	0.639175257731959
4	50	0.02	100	0.05	16	TRUE	304	weighted_hamming	fastme	0.65979381443299
4	50	0.02	100	0.05	16	TRUE	304	weighted_hamming	fastme_tree_rearrangement	0.577319587628866
5	50	0.02	100	0.05	16	TRUE	305	weighted_hamming	nj	0.608247422680412
5	50	0.02	100	0.05	16	TRUE	305	weighted_hamming	upgma	0.670103092783505
5	50	0.02	100	0.05	16	TRUE	305	weighted_hamming	fastme	0.711340206185567
5	50	0.02	100	0.05	16	TRUE	305	weighted_hamming	fastme_tree_rearrangement	0.639175257731959
1	100	0.02	100	0.05	16	TRUE	306	weighted_hamming	nj	0.670103092783505
1	100	0.02	100	0.05	16	TRUE	306	weighted_hamming	upgma	0.639175257731959
1	100	0.02	100	0.05	16	TRUE	306	weighted_hamming	fastme	0.721649484536082
1	100	0.02	100	0.05	16	TRUE	306	weighted_hamming	fastme_tree_rearrangement	0.628865979381443
2	100	0.02	100	0.05	16	TRUE	307	weighted_hamming	nj	0.639175257731959
2	100	0.02	100	0.05	16	TRUE	307	weighted_hamming	upgma	0.649484536082474
2	100	0.02	100	0.05	16	TRUE	307	weighted_hamming	fastme	0.711340206185567
2	100	0.02	100	0.05	16	TRUE	307	weighted_hamming	fastme_tree_rearrangement	0.649484536082474
3	100	0.02	100	0.05	16	TRUE	308	weighted_hamming	nj	0.463917525773196
3	100	0.02	100	0.05	16	TRUE	308	weighted_hamming	upgma	0.515463917525773
3	100	0.02	100	0.05	16	TRUE	308	weighted_hamming	fastme	0.494845360824742
3	100	0.02	100	0.05	16	TRUE	308	weighted_hamming	fastme_tree_rearrangement	0.391752577319588
4	100	0.02	100	0.05	16	TRUE	309	weighted_hamming	nj	0.515463917525773
4	100	0.02	100	0.05	16	TRUE	309	weighted_hamming	upgma	0.597938144329897
4	100	0.02	100	0.05	16	TRUE	309	weighted_hamming	fastme	0.556701030927835
4	100	0.02	100	0.05	16	TRUE	309	weighted_hamming	fastme_tree_rearrangement	0.505154639175258
5	100	0.02	100	0.05	16	TRUE	310	weighted_hamming	nj	0.54639175257732
5	100	0.02	100	0.05	16	TRUE	310	weighted_hamming	upgma	0.628865979381443
5	100	0.02	100	0.05	16	TRUE	310	weighted_hamming	fastme	0.54639175257732
5	100	0.02	100	0.05	16	TRUE	310	weighted_hamming	fastme_tree_rearrangement	0.474226804123711
1	200	0.02	100	0.05	16	TRUE	311	weighted_hamming	nj	0.268041237113402
1	200	0.02	100	0.05	16	TRUE	311	weighted_hamming	upgma	0.329896907216495
1	200	0.02	100	0.05	16	TRUE	311	weighted_hamming	fastme	0.412371134020619
1	200	0.02	100	0.05	16	TRUE	311	weighted_hamming	fastme_tree_rearrangement	0.268041237113402
2	200	0.02	100	0.05	16	TRUE	312	weighted_hamming	nj	0.350515463917526
2	200	0.02	100	0.05	16	TRUE	312	weighted_hamming	upgma	0.463917525773196
2	200	0.02	100	0.05	16	TRUE	312	weighted_hamming	fastme	0.391752577319588
2	200	0.02	100	0.05	16	TRUE	312	weighted_hamming	fastme_tree_rearrangement	0.288659793814433
3	200	0.02	100	0.05	16	TRUE	313	weighted_hamming	nj	0.247422680412371
3	200	0.02	100	0.05	16	TRUE	313	weighted_hamming	upgma	0.288659793814433
3	200	0.02	100	0.05	16	TRUE	313	weighted_hamming	fastme	0.288659793814433
3	200	0.02	100	0.05	16	TRUE	313	weighted_hamming	fastme_tree_rearrangement	0.195876288659794
4	200	0.02	100	0.05	16	TRUE	314	weighted_hamming	nj	0.329896907216495
4	200	0.02	100	0.05	16	TRUE	314	weighted_hamming	upgma	0.360824742268041
4	200	0.02	100	0.05	16	TRUE	314	weighted_hamming	fastme	0.381443298969072
4	200	0.02	100	0.05	16	TRUE	314	weighted_hamming	fastme_tree_rearrangement	0.278350515463918
5	200	0.02	100	0.05	16	TRUE	315	weighted_hamming	nj	0.175257731958763
5	200	0.02	100	0.05	16	TRUE	315	weighted_hamming	upgma	0.288659793814433
5	200	0.02	100	0.05	16	TRUE	315	weighted_hamming	fastme	0.309278350515464
5	200	0.02	100	0.05	16	TRUE	315	weighted_hamming	fastme_tree_rearrangement	0.175257731958763
